time,NewID,FCH4_count,nbar1,nbar2,nbar3,nbar4,nbar5,nbar6,nbar7,sm_s_wetness,sm_r_wetness,sm_p_wetness,pa,tas,spfh,ts1,ts2,ts3,rsds,rsdl,le,h,dem,slope,cti,spi,FCH4_mean
2016-05-21,CASCC,43,453.0,1870.0,173.0,397.0,1996.0,1381.0,670.0,0.5671980977058411,0.6817873120307922,0.6475090980529785,97.7779609375,9.798791885375977,0.004653143230825664,8.465235,4.754205000000002,0.9634949,27766406.25,23043352.1484375,105.97661,61.508076,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,27.06651162790697
2016-05-22,CASCC,33,451.0,1867.0,175.0,396.0,2005.0,1384.0,669.0,0.5459827184677124,0.6754699945449829,0.6421376466751099,96.9064375,15.400110244750975,0.0057759960182011145,12.559931,7.207849,1.6075684,27758276.3671875,25339772.4609375,134.29886000000002,24.452467,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,16.42254545454545
2016-05-23,CASCC,34,440.0,1865.0,186.0,383.0,2020.0,1366.0,659.0,0.5305966138839722,0.6687218546867371,0.6362417340278625,96.765203125,17.7442569732666,0.005965431686490774,15.071772,9.735254,2.4580626,24606956.25,26459354.8828125,134.69456,-7.975515400000001,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,4.416823529411765
2016-05-24,CASCC,9,439.0,1868.0,183.0,383.0,2018.0,1360.0,652.0,0.6148034930229187,0.6698626279830933,0.6363693475723267,97.251359375,8.424249649047853,0.005757564678788185,10.52981,9.67779,3.4092345,7688306.25,28148025.5859375,64.55005,17.230387,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,0.0
2016-05-25,CASCC,25,431.0,1893.0,175.0,384.0,2024.0,1372.0,640.0,0.6105674505233765,0.6699872016906738,0.6360734105110168,97.8484921875,8.128381729125978,0.004904893692582846,7.9485106,7.0776305,3.8707519,18419966.015625,25031184.9609375,61.142788,76.555336,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,15.188200000000002
2016-05-26,CASCC,8,431.0,1896.0,175.0,384.0,2026.0,1374.0,640.0,0.6146626472473145,0.66769939661026,0.633926510810852,97.7465,7.5188231468200675,0.005451310891658068,8.173853,6.986566000000002,3.9420104,8680110.64453125,27306882.421875,38.98014000000001,11.23085,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,0.0
2016-05-27,CASCC,29,431.0,1899.0,175.0,384.0,2028.0,1375.0,640.0,0.6478549242019653,0.6698120832443237,0.6353409290313721,97.9954140625,6.9835753440856925,0.005694924853742123,7.038385000000001,6.2614074,3.901422,7506602.9296875,27422613.28125,45.330086,12.606105,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,29.45172413793103
2016-05-28,CASCC,17,438.0,1924.0,185.0,394.0,2044.0,1376.0,634.0,0.6359944939613342,0.6677278876304626,0.6335763335227966,98.1836875,4.682214260101318,0.0048265615478158,6.2086120000000005,5.8839964999999985,3.765863,6835972.8515625,26458811.71875,57.512005,-5.5804596,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,24.54705882352941
2016-05-30,CASCC,28,462.0,2211.0,202.0,461.0,2275.0,1501.0,642.0,0.6918291449546814,0.687757134437561,0.6501010656356812,98.58371875,2.5947508811950684,0.004057385958731175,3.5893492999999994,3.669519,3.0843139,12406386.62109375,25403196.09375,48.770443,39.409225,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,35.35142857142856
2016-05-31,CASCC,34,487.0,2292.0,221.0,503.0,2328.0,1503.0,635.0,0.6704429388046265,0.6874050498008728,0.6505487561225891,98.2925546875,7.5378050804138175,0.0044762147590518,5.9884580000000005,4.0568175,2.7470336,23063025.5859375,23761177.734375,76.36629,60.43603,284.9738464355469,0.23087897896766665,-0.7262166738510132,0.00023992915521375835,23.66955882352941
